Target_Image,Masked_Image
../Inspaint_data/Train_Data/Target/target4233.jpg,../Inspaint_data/Train_Data/Masked/mask4233.jpg
../Inspaint_data/Train_Data/Target/target7507.jpg,../Inspaint_data/Train_Data/Masked/mask7507.jpg
../Inspaint_data/Train_Data/Target/target5498.jpg,../Inspaint_data/Train_Data/Masked/mask5498.jpg
../Inspaint_data/Train_Data/Target/target6226.jpg,../Inspaint_data/Train_Data/Masked/mask6226.jpg
../Inspaint_data/Train_Data/Target/target13643.png,../Inspaint_data/Train_Data/Masked/mask13643.png
../Inspaint_data/Train_Data/Target/target18915.png,../Inspaint_data/Train_Data/Masked/mask18915.png
../Inspaint_data/Train_Data/Target/target12102.png,../Inspaint_data/Train_Data/Masked/mask12102.png
../Inspaint_data/Train_Data/Target/target6619.jpg,../Inspaint_data/Train_Data/Masked/mask6619.jpg
../Inspaint_data/Train_Data/Target/target7289.jpg,../Inspaint_data/Train_Data/Masked/mask7289.jpg
../Inspaint_data/Train_Data/Target/target2255.jpg,../Inspaint_data/Train_Data/Masked/mask2255.jpg
../Inspaint_data/Train_Data/Target/target12503.png,../Inspaint_data/Train_Data/Masked/mask12503.png
../Inspaint_data/Train_Data/Target/target283.jpg,../Inspaint_data/Train_Data/Masked/mask283.jpg
../Inspaint_data/Train_Data/Target/target1023.jpg,../Inspaint_data/Train_Data/Masked/mask1023.jpg
../Inspaint_data/Train_Data/Target/target18350.png,../Inspaint_data/Train_Data/Masked/mask18350.png
../Inspaint_data/Train_Data/Target/target1763.jpg,../Inspaint_data/Train_Data/Masked/mask1763.jpg
../Inspaint_data/Train_Data/Target/target4743.jpg,../Inspaint_data/Train_Data/Masked/mask4743.jpg
../Inspaint_data/Train_Data/Target/target9823.jpg,../Inspaint_data/Train_Data/Masked/mask9823.jpg
../Inspaint_data/Train_Data/Target/target1225.jpg,../Inspaint_data/Train_Data/Masked/mask1225.jpg
../Inspaint_data/Train_Data/Target/target9314.jpg,../Inspaint_data/Train_Data/Masked/mask9314.jpg
../Inspaint_data/Train_Data/Target/target326.jpg,../Inspaint_data/Train_Data/Masked/mask326.jpg
../Inspaint_data/Train_Data/Target/target14871.png,../Inspaint_data/Train_Data/Masked/mask14871.png
../Inspaint_data/Train_Data/Target/target9813.jpg,../Inspaint_data/Train_Data/Masked/mask9813.jpg
../Inspaint_data/Train_Data/Target/target4535.jpg,../Inspaint_data/Train_Data/Masked/mask4535.jpg
../Inspaint_data/Train_Data/Target/target1914.jpg,../Inspaint_data/Train_Data/Masked/mask1914.jpg
../Inspaint_data/Train_Data/Target/target13620.png,../Inspaint_data/Train_Data/Masked/mask13620.png
../Inspaint_data/Train_Data/Target/target6675.jpg,../Inspaint_data/Train_Data/Masked/mask6675.jpg
../Inspaint_data/Train_Data/Target/target11517.png,../Inspaint_data/Train_Data/Masked/mask11517.png
../Inspaint_data/Train_Data/Target/target13218.png,../Inspaint_data/Train_Data/Masked/mask13218.png
../Inspaint_data/Train_Data/Target/target13842.png,../Inspaint_data/Train_Data/Masked/mask13842.png
../Inspaint_data/Train_Data/Target/target694.jpg,../Inspaint_data/Train_Data/Masked/mask694.jpg
../Inspaint_data/Train_Data/Target/target5886.jpg,../Inspaint_data/Train_Data/Masked/mask5886.jpg
../Inspaint_data/Train_Data/Target/target13421.png,../Inspaint_data/Train_Data/Masked/mask13421.png
../Inspaint_data/Train_Data/Target/target5945.jpg,../Inspaint_data/Train_Data/Masked/mask5945.jpg
../Inspaint_data/Train_Data/Target/target9978.jpg,../Inspaint_data/Train_Data/Masked/mask9978.jpg
../Inspaint_data/Train_Data/Target/target7037.jpg,../Inspaint_data/Train_Data/Masked/mask7037.jpg
../Inspaint_data/Train_Data/Target/target6902.jpg,../Inspaint_data/Train_Data/Masked/mask6902.jpg
../Inspaint_data/Train_Data/Target/target17506.png,../Inspaint_data/Train_Data/Masked/mask17506.png
../Inspaint_data/Train_Data/Target/target18347.png,../Inspaint_data/Train_Data/Masked/mask18347.png
../Inspaint_data/Train_Data/Target/target1314.jpg,../Inspaint_data/Train_Data/Masked/mask1314.jpg
../Inspaint_data/Train_Data/Target/target3219.jpg,../Inspaint_data/Train_Data/Masked/mask3219.jpg
../Inspaint_data/Train_Data/Target/target8000.jpg,../Inspaint_data/Train_Data/Masked/mask8000.jpg
../Inspaint_data/Train_Data/Target/target11858.png,../Inspaint_data/Train_Data/Masked/mask11858.png
../Inspaint_data/Train_Data/Target/target6203.jpg,../Inspaint_data/Train_Data/Masked/mask6203.jpg
../Inspaint_data/Train_Data/Target/target12567.png,../Inspaint_data/Train_Data/Masked/mask12567.png
../Inspaint_data/Train_Data/Target/target10945.png,../Inspaint_data/Train_Data/Masked/mask10945.png
../Inspaint_data/Train_Data/Target/target8163.jpg,../Inspaint_data/Train_Data/Masked/mask8163.jpg
../Inspaint_data/Train_Data/Target/target4755.jpg,../Inspaint_data/Train_Data/Masked/mask4755.jpg
../Inspaint_data/Train_Data/Target/target8353.jpg,../Inspaint_data/Train_Data/Masked/mask8353.jpg
../Inspaint_data/Train_Data/Target/target14902.png,../Inspaint_data/Train_Data/Masked/mask14902.png
../Inspaint_data/Train_Data/Target/target18759.png,../Inspaint_data/Train_Data/Masked/mask18759.png
../Inspaint_data/Train_Data/Target/target10425.png,../Inspaint_data/Train_Data/Masked/mask10425.png
../Inspaint_data/Train_Data/Target/target3491.jpg,../Inspaint_data/Train_Data/Masked/mask3491.jpg
../Inspaint_data/Train_Data/Target/target7304.jpg,../Inspaint_data/Train_Data/Masked/mask7304.jpg
../Inspaint_data/Train_Data/Target/target287.jpg,../Inspaint_data/Train_Data/Masked/mask287.jpg
../Inspaint_data/Train_Data/Target/target2993.jpg,../Inspaint_data/Train_Data/Masked/mask2993.jpg
../Inspaint_data/Train_Data/Target/target12221.png,../Inspaint_data/Train_Data/Masked/mask12221.png
../Inspaint_data/Train_Data/Target/target2432.jpg,../Inspaint_data/Train_Data/Masked/mask2432.jpg
../Inspaint_data/Train_Data/Target/target1360.jpg,../Inspaint_data/Train_Data/Masked/mask1360.jpg
../Inspaint_data/Train_Data/Target/target6273.jpg,../Inspaint_data/Train_Data/Masked/mask6273.jpg
../Inspaint_data/Train_Data/Target/target5703.jpg,../Inspaint_data/Train_Data/Masked/mask5703.jpg
../Inspaint_data/Train_Data/Target/target9772.jpg,../Inspaint_data/Train_Data/Masked/mask9772.jpg
../Inspaint_data/Train_Data/Target/target8096.jpg,../Inspaint_data/Train_Data/Masked/mask8096.jpg
../Inspaint_data/Train_Data/Target/target843.jpg,../Inspaint_data/Train_Data/Masked/mask843.jpg
../Inspaint_data/Train_Data/Target/target5932.jpg,../Inspaint_data/Train_Data/Masked/mask5932.jpg
../Inspaint_data/Train_Data/Target/target10755.png,../Inspaint_data/Train_Data/Masked/mask10755.png
../Inspaint_data/Train_Data/Target/target17360.png,../Inspaint_data/Train_Data/Masked/mask17360.png
../Inspaint_data/Train_Data/Target/target11264.png,../Inspaint_data/Train_Data/Masked/mask11264.png
../Inspaint_data/Train_Data/Target/target15026.png,../Inspaint_data/Train_Data/Masked/mask15026.png
../Inspaint_data/Train_Data/Target/target11762.png,../Inspaint_data/Train_Data/Masked/mask11762.png
../Inspaint_data/Train_Data/Target/target15174.png,../Inspaint_data/Train_Data/Masked/mask15174.png
../Inspaint_data/Train_Data/Target/target6710.jpg,../Inspaint_data/Train_Data/Masked/mask6710.jpg
../Inspaint_data/Train_Data/Target/target5158.jpg,../Inspaint_data/Train_Data/Masked/mask5158.jpg
../Inspaint_data/Train_Data/Target/target7585.jpg,../Inspaint_data/Train_Data/Masked/mask7585.jpg
../Inspaint_data/Train_Data/Target/target17988.png,../Inspaint_data/Train_Data/Masked/mask17988.png
../Inspaint_data/Train_Data/Target/target15164.png,../Inspaint_data/Train_Data/Masked/mask15164.png
../Inspaint_data/Train_Data/Target/target6191.jpg,../Inspaint_data/Train_Data/Masked/mask6191.jpg
../Inspaint_data/Train_Data/Target/target7178.jpg,../Inspaint_data/Train_Data/Masked/mask7178.jpg
../Inspaint_data/Train_Data/Target/target267.jpg,../Inspaint_data/Train_Data/Masked/mask267.jpg
../Inspaint_data/Train_Data/Target/target10304.png,../Inspaint_data/Train_Data/Masked/mask10304.png
../Inspaint_data/Train_Data/Target/target8086.jpg,../Inspaint_data/Train_Data/Masked/mask8086.jpg
../Inspaint_data/Train_Data/Target/target19927.png,../Inspaint_data/Train_Data/Masked/mask19927.png
../Inspaint_data/Train_Data/Target/target5494.jpg,../Inspaint_data/Train_Data/Masked/mask5494.jpg
../Inspaint_data/Train_Data/Target/target6612.jpg,../Inspaint_data/Train_Data/Masked/mask6612.jpg
../Inspaint_data/Train_Data/Target/target5828.jpg,../Inspaint_data/Train_Data/Masked/mask5828.jpg
../Inspaint_data/Train_Data/Target/target8630.jpg,../Inspaint_data/Train_Data/Masked/mask8630.jpg
../Inspaint_data/Train_Data/Target/target7137.jpg,../Inspaint_data/Train_Data/Masked/mask7137.jpg
../Inspaint_data/Train_Data/Target/target14402.png,../Inspaint_data/Train_Data/Masked/mask14402.png
../Inspaint_data/Train_Data/Target/target17523.png,../Inspaint_data/Train_Data/Masked/mask17523.png
../Inspaint_data/Train_Data/Target/target11310.png,../Inspaint_data/Train_Data/Masked/mask11310.png
../Inspaint_data/Train_Data/Target/target6596.jpg,../Inspaint_data/Train_Data/Masked/mask6596.jpg
../Inspaint_data/Train_Data/Target/target2459.jpg,../Inspaint_data/Train_Data/Masked/mask2459.jpg
../Inspaint_data/Train_Data/Target/target5678.jpg,../Inspaint_data/Train_Data/Masked/mask5678.jpg
../Inspaint_data/Train_Data/Target/target2218.jpg,../Inspaint_data/Train_Data/Masked/mask2218.jpg
../Inspaint_data/Train_Data/Target/target9786.jpg,../Inspaint_data/Train_Data/Masked/mask9786.jpg
../Inspaint_data/Train_Data/Target/target17586.png,../Inspaint_data/Train_Data/Masked/mask17586.png
../Inspaint_data/Train_Data/Target/target9536.jpg,../Inspaint_data/Train_Data/Masked/mask9536.jpg
../Inspaint_data/Train_Data/Target/target18919.png,../Inspaint_data/Train_Data/Masked/mask18919.png
../Inspaint_data/Train_Data/Target/target14404.png,../Inspaint_data/Train_Data/Masked/mask14404.png
../Inspaint_data/Train_Data/Target/target19645.png,../Inspaint_data/Train_Data/Masked/mask19645.png
../Inspaint_data/Train_Data/Target/target10433.png,../Inspaint_data/Train_Data/Masked/mask10433.png
../Inspaint_data/Train_Data/Target/target18363.png,../Inspaint_data/Train_Data/Masked/mask18363.png
../Inspaint_data/Train_Data/Target/target13737.png,../Inspaint_data/Train_Data/Masked/mask13737.png
../Inspaint_data/Train_Data/Target/target18190.png,../Inspaint_data/Train_Data/Masked/mask18190.png
../Inspaint_data/Train_Data/Target/target1142.jpg,../Inspaint_data/Train_Data/Masked/mask1142.jpg
../Inspaint_data/Train_Data/Target/target27.jpg,../Inspaint_data/Train_Data/Masked/mask27.jpg
../Inspaint_data/Train_Data/Target/target9440.jpg,../Inspaint_data/Train_Data/Masked/mask9440.jpg
../Inspaint_data/Train_Data/Target/target15983.png,../Inspaint_data/Train_Data/Masked/mask15983.png
../Inspaint_data/Train_Data/Target/target16475.png,../Inspaint_data/Train_Data/Masked/mask16475.png
../Inspaint_data/Train_Data/Target/target3814.jpg,../Inspaint_data/Train_Data/Masked/mask3814.jpg
../Inspaint_data/Train_Data/Target/target2238.jpg,../Inspaint_data/Train_Data/Masked/mask2238.jpg
../Inspaint_data/Train_Data/Target/target10611.png,../Inspaint_data/Train_Data/Masked/mask10611.png
../Inspaint_data/Train_Data/Target/target14940.png,../Inspaint_data/Train_Data/Masked/mask14940.png
../Inspaint_data/Train_Data/Target/target8487.jpg,../Inspaint_data/Train_Data/Masked/mask8487.jpg
../Inspaint_data/Train_Data/Target/target5504.jpg,../Inspaint_data/Train_Data/Masked/mask5504.jpg
../Inspaint_data/Train_Data/Target/target17906.png,../Inspaint_data/Train_Data/Masked/mask17906.png
../Inspaint_data/Train_Data/Target/target14382.png,../Inspaint_data/Train_Data/Masked/mask14382.png
../Inspaint_data/Train_Data/Target/target17018.png,../Inspaint_data/Train_Data/Masked/mask17018.png
../Inspaint_data/Train_Data/Target/target8590.jpg,../Inspaint_data/Train_Data/Masked/mask8590.jpg
../Inspaint_data/Train_Data/Target/target17649.png,../Inspaint_data/Train_Data/Masked/mask17649.png
../Inspaint_data/Train_Data/Target/target2243.jpg,../Inspaint_data/Train_Data/Masked/mask2243.jpg
../Inspaint_data/Train_Data/Target/target13944.png,../Inspaint_data/Train_Data/Masked/mask13944.png
../Inspaint_data/Train_Data/Target/target16369.png,../Inspaint_data/Train_Data/Masked/mask16369.png
../Inspaint_data/Train_Data/Target/target8288.jpg,../Inspaint_data/Train_Data/Masked/mask8288.jpg
../Inspaint_data/Train_Data/Target/target16627.png,../Inspaint_data/Train_Data/Masked/mask16627.png
../Inspaint_data/Train_Data/Target/target18499.png,../Inspaint_data/Train_Data/Masked/mask18499.png
../Inspaint_data/Train_Data/Target/target111.jpg,../Inspaint_data/Train_Data/Masked/mask111.jpg
../Inspaint_data/Train_Data/Target/target5756.jpg,../Inspaint_data/Train_Data/Masked/mask5756.jpg
../Inspaint_data/Train_Data/Target/target18458.png,../Inspaint_data/Train_Data/Masked/mask18458.png
../Inspaint_data/Train_Data/Target/target8233.jpg,../Inspaint_data/Train_Data/Masked/mask8233.jpg
../Inspaint_data/Train_Data/Target/target11700.png,../Inspaint_data/Train_Data/Masked/mask11700.png
../Inspaint_data/Train_Data/Target/target8757.jpg,../Inspaint_data/Train_Data/Masked/mask8757.jpg
../Inspaint_data/Train_Data/Target/target1608.jpg,../Inspaint_data/Train_Data/Masked/mask1608.jpg
../Inspaint_data/Train_Data/Target/target10993.png,../Inspaint_data/Train_Data/Masked/mask10993.png
../Inspaint_data/Train_Data/Target/target12800.png,../Inspaint_data/Train_Data/Masked/mask12800.png
../Inspaint_data/Train_Data/Target/target17968.png,../Inspaint_data/Train_Data/Masked/mask17968.png
../Inspaint_data/Train_Data/Target/target19894.png,../Inspaint_data/Train_Data/Masked/mask19894.png
../Inspaint_data/Train_Data/Target/target11986.png,../Inspaint_data/Train_Data/Masked/mask11986.png
../Inspaint_data/Train_Data/Target/target12087.png,../Inspaint_data/Train_Data/Masked/mask12087.png
../Inspaint_data/Train_Data/Target/target18088.png,../Inspaint_data/Train_Data/Masked/mask18088.png
../Inspaint_data/Train_Data/Target/target3389.jpg,../Inspaint_data/Train_Data/Masked/mask3389.jpg
../Inspaint_data/Train_Data/Target/target16018.png,../Inspaint_data/Train_Data/Masked/mask16018.png
../Inspaint_data/Train_Data/Target/target6350.jpg,../Inspaint_data/Train_Data/Masked/mask6350.jpg
../Inspaint_data/Train_Data/Target/target2530.jpg,../Inspaint_data/Train_Data/Masked/mask2530.jpg
../Inspaint_data/Train_Data/Target/target14535.png,../Inspaint_data/Train_Data/Masked/mask14535.png
../Inspaint_data/Train_Data/Target/target9286.jpg,../Inspaint_data/Train_Data/Masked/mask9286.jpg
../Inspaint_data/Train_Data/Target/target16519.png,../Inspaint_data/Train_Data/Masked/mask16519.png
../Inspaint_data/Train_Data/Target/target3380.jpg,../Inspaint_data/Train_Data/Masked/mask3380.jpg
../Inspaint_data/Train_Data/Target/target14878.png,../Inspaint_data/Train_Data/Masked/mask14878.png
../Inspaint_data/Train_Data/Target/target11328.png,../Inspaint_data/Train_Data/Masked/mask11328.png
../Inspaint_data/Train_Data/Target/target10485.png,../Inspaint_data/Train_Data/Masked/mask10485.png
../Inspaint_data/Train_Data/Target/target5646.jpg,../Inspaint_data/Train_Data/Masked/mask5646.jpg
../Inspaint_data/Train_Data/Target/target15231.png,../Inspaint_data/Train_Data/Masked/mask15231.png
../Inspaint_data/Train_Data/Target/target2986.jpg,../Inspaint_data/Train_Data/Masked/mask2986.jpg
../Inspaint_data/Train_Data/Target/target6868.jpg,../Inspaint_data/Train_Data/Masked/mask6868.jpg
../Inspaint_data/Train_Data/Target/target5961.jpg,../Inspaint_data/Train_Data/Masked/mask5961.jpg
../Inspaint_data/Train_Data/Target/target4367.jpg,../Inspaint_data/Train_Data/Masked/mask4367.jpg
../Inspaint_data/Train_Data/Target/target8239.jpg,../Inspaint_data/Train_Data/Masked/mask8239.jpg
../Inspaint_data/Train_Data/Target/target18357.png,../Inspaint_data/Train_Data/Masked/mask18357.png
../Inspaint_data/Train_Data/Target/target2144.jpg,../Inspaint_data/Train_Data/Masked/mask2144.jpg
../Inspaint_data/Train_Data/Target/target1122.jpg,../Inspaint_data/Train_Data/Masked/mask1122.jpg
../Inspaint_data/Train_Data/Target/target10600.png,../Inspaint_data/Train_Data/Masked/mask10600.png
../Inspaint_data/Train_Data/Target/target7471.jpg,../Inspaint_data/Train_Data/Masked/mask7471.jpg
../Inspaint_data/Train_Data/Target/target17449.png,../Inspaint_data/Train_Data/Masked/mask17449.png
../Inspaint_data/Train_Data/Target/target17730.png,../Inspaint_data/Train_Data/Masked/mask17730.png
../Inspaint_data/Train_Data/Target/target11190.png,../Inspaint_data/Train_Data/Masked/mask11190.png
../Inspaint_data/Train_Data/Target/target11891.png,../Inspaint_data/Train_Data/Masked/mask11891.png
../Inspaint_data/Train_Data/Target/target19380.png,../Inspaint_data/Train_Data/Masked/mask19380.png
../Inspaint_data/Train_Data/Target/target5560.jpg,../Inspaint_data/Train_Data/Masked/mask5560.jpg
../Inspaint_data/Train_Data/Target/target14323.png,../Inspaint_data/Train_Data/Masked/mask14323.png
../Inspaint_data/Train_Data/Target/target15942.png,../Inspaint_data/Train_Data/Masked/mask15942.png
../Inspaint_data/Train_Data/Target/target5759.jpg,../Inspaint_data/Train_Data/Masked/mask5759.jpg
../Inspaint_data/Train_Data/Target/target1417.jpg,../Inspaint_data/Train_Data/Masked/mask1417.jpg
../Inspaint_data/Train_Data/Target/target11964.png,../Inspaint_data/Train_Data/Masked/mask11964.png
../Inspaint_data/Train_Data/Target/target6481.jpg,../Inspaint_data/Train_Data/Masked/mask6481.jpg
../Inspaint_data/Train_Data/Target/target16346.png,../Inspaint_data/Train_Data/Masked/mask16346.png
../Inspaint_data/Train_Data/Target/target16974.png,../Inspaint_data/Train_Data/Masked/mask16974.png
../Inspaint_data/Train_Data/Target/target7704.jpg,../Inspaint_data/Train_Data/Masked/mask7704.jpg
../Inspaint_data/Train_Data/Target/target5970.jpg,../Inspaint_data/Train_Data/Masked/mask5970.jpg
../Inspaint_data/Train_Data/Target/target13154.png,../Inspaint_data/Train_Data/Masked/mask13154.png
../Inspaint_data/Train_Data/Target/target11884.png,../Inspaint_data/Train_Data/Masked/mask11884.png
../Inspaint_data/Train_Data/Target/target4603.jpg,../Inspaint_data/Train_Data/Masked/mask4603.jpg
../Inspaint_data/Train_Data/Target/target7826.jpg,../Inspaint_data/Train_Data/Masked/mask7826.jpg
../Inspaint_data/Train_Data/Target/target9904.jpg,../Inspaint_data/Train_Data/Masked/mask9904.jpg
../Inspaint_data/Train_Data/Target/target6869.jpg,../Inspaint_data/Train_Data/Masked/mask6869.jpg
../Inspaint_data/Train_Data/Target/target17035.png,../Inspaint_data/Train_Data/Masked/mask17035.png
../Inspaint_data/Train_Data/Target/target18974.png,../Inspaint_data/Train_Data/Masked/mask18974.png
../Inspaint_data/Train_Data/Target/target19400.png,../Inspaint_data/Train_Data/Masked/mask19400.png
../Inspaint_data/Train_Data/Target/target14047.png,../Inspaint_data/Train_Data/Masked/mask14047.png
../Inspaint_data/Train_Data/Target/target7827.jpg,../Inspaint_data/Train_Data/Masked/mask7827.jpg
../Inspaint_data/Train_Data/Target/target18850.png,../Inspaint_data/Train_Data/Masked/mask18850.png
../Inspaint_data/Train_Data/Target/target2768.jpg,../Inspaint_data/Train_Data/Masked/mask2768.jpg
../Inspaint_data/Train_Data/Target/target12561.png,../Inspaint_data/Train_Data/Masked/mask12561.png
../Inspaint_data/Train_Data/Target/target16906.png,../Inspaint_data/Train_Data/Masked/mask16906.png
../Inspaint_data/Train_Data/Target/target2852.jpg,../Inspaint_data/Train_Data/Masked/mask2852.jpg
../Inspaint_data/Train_Data/Target/target4564.jpg,../Inspaint_data/Train_Data/Masked/mask4564.jpg
../Inspaint_data/Train_Data/Target/target11198.png,../Inspaint_data/Train_Data/Masked/mask11198.png
../Inspaint_data/Train_Data/Target/target7788.jpg,../Inspaint_data/Train_Data/Masked/mask7788.jpg
../Inspaint_data/Train_Data/Target/target9702.jpg,../Inspaint_data/Train_Data/Masked/mask9702.jpg
../Inspaint_data/Train_Data/Target/target5878.jpg,../Inspaint_data/Train_Data/Masked/mask5878.jpg
../Inspaint_data/Train_Data/Target/target19677.png,../Inspaint_data/Train_Data/Masked/mask19677.png
../Inspaint_data/Train_Data/Target/target5993.jpg,../Inspaint_data/Train_Data/Masked/mask5993.jpg
../Inspaint_data/Train_Data/Target/target11224.png,../Inspaint_data/Train_Data/Masked/mask11224.png
../Inspaint_data/Train_Data/Target/target19363.png,../Inspaint_data/Train_Data/Masked/mask19363.png
../Inspaint_data/Train_Data/Target/target2278.jpg,../Inspaint_data/Train_Data/Masked/mask2278.jpg
../Inspaint_data/Train_Data/Target/target5526.jpg,../Inspaint_data/Train_Data/Masked/mask5526.jpg
../Inspaint_data/Train_Data/Target/target14687.png,../Inspaint_data/Train_Data/Masked/mask14687.png
../Inspaint_data/Train_Data/Target/target14947.png,../Inspaint_data/Train_Data/Masked/mask14947.png
../Inspaint_data/Train_Data/Target/target16794.png,../Inspaint_data/Train_Data/Masked/mask16794.png
